""	"bwnet_20$colors"
"Zm00001eb400330"	"skyblue"
"Zm00001eb180670"	"pink"
"Zm00001eb296550"	"yellow"
"Zm00001eb111420"	"brown"
"Zm00001eb411320"	"mediumpurple3"
"Zm00001eb321790"	"turquoise"
"Zm00001eb279430"	"black"
"Zm00001eb177270"	"lightsteelblue1"
"Zm00001eb292100"	"pink"
"Zm00001eb076600"	"red"
"Zm00001eb111720"	"green"
"Zm00001eb003490"	"turquoise"
"Zm00001eb061190"	"green"
"Zm00001eb356490"	"greenyellow"
"Zm00001eb154530"	"green"
"Zm00001eb243180"	"red"
"Zm00001eb036750"	"brown4"
"Zm00001eb161770"	"brown"
"Zm00001eb302400"	"pink"
"Zm00001eb421460"	"green"
"Zm00001eb425920"	"green"
"Zm00001eb051800"	"darkgreen"
"Zm00001eb343900"	"black"
"Zm00001eb160020"	"turquoise"
"Zm00001eb188910"	"yellow"
"Zm00001eb003930"	"brown"
"Zm00001eb091870"	"green"
"Zm00001eb289740"	"pink"
"Zm00001eb124340"	"brown"
"Zm00001eb257760"	"magenta"
"Zm00001eb373290"	"yellow"
"Zm00001eb306260"	"pink"
"Zm00001eb071540"	"green"
"Zm00001eb307070"	"lightcyan"
"Zm00001eb258880"	"black"
"Zm00001eb099910"	"greenyellow"
"Zm00001eb361610"	"blue"
"Zm00001eb369050"	"magenta"
"Zm00001eb209760"	"black"
"Zm00001eb201330"	"grey60"
"Zm00001eb243130"	"paleturquoise"
"Zm00001eb329150"	"salmon"
"Zm00001eb290920"	"yellow"
"Zm00001eb083140"	"black"
"Zm00001eb133450"	"green"
"Zm00001eb129320"	"darkorange2"
"Zm00001eb241190"	"tan"
"Zm00001eb062250"	"yellow"
"Zm00001eb389590"	"green"
"Zm00001eb342960"	"magenta"
"Zm00001eb188030"	"bisque4"
"Zm00001eb140720"	"red"
"Zm00001eb043480"	"turquoise"
"Zm00001eb205820"	"yellow"
"Zm00001eb010400"	"yellow"
"Zm00001eb149640"	"yellow"
"Zm00001eb117430"	"sienna3"
"Zm00001eb422440"	"paleturquoise"
"Zm00001eb324440"	"blue"
"Zm00001eb270240"	"green"
"Zm00001eb293760"	"green"
"Zm00001eb133900"	"saddlebrown"
"Zm00001eb202790"	"steelblue"
"Zm00001eb308000"	"blue"
"Zm00001eb322580"	"purple"
"Zm00001eb281780"	"green"
"Zm00001eb345260"	"salmon"
"Zm00001eb292370"	"darkorange"
"Zm00001eb251410"	"yellow"
"Zm00001eb249220"	"yellow"
"Zm00001eb032230"	"red"
"Zm00001eb336760"	"cyan"
"Zm00001eb325270"	"tan"
"Zm00001eb140360"	"sienna3"
"Zm00001eb119140"	"brown4"
"Zm00001eb354170"	"green"
"Zm00001eb269470"	"tan"
"Zm00001eb257200"	"salmon"
"Zm00001eb341220"	"darkturquoise"
"Zm00001eb333100"	"yellow"
"Zm00001eb085500"	"green"
"Zm00001eb326850"	"greenyellow"
"Zm00001eb091780"	"tan"
"Zm00001eb219820"	"green"
"Zm00001eb256740"	"blue"
"Zm00001eb316920"	"brown"
"Zm00001eb207840"	"blue"
"Zm00001eb023270"	"green"
"Zm00001eb053260"	"yellow"
"Zm00001eb057400"	"turquoise"
"Zm00001eb324930"	"purple"
"Zm00001eb432990"	"yellow"
"Zm00001eb371250"	"blue"
"Zm00001eb258950"	"pink"
"Zm00001eb070860"	"brown"
"Zm00001eb319670"	"brown"
"Zm00001eb036130"	"paleturquoise"
"Zm00001eb322690"	"darkgrey"
"Zm00001eb280640"	"tan"
"Zm00001eb240090"	"green"
"Zm00001eb200880"	"pink"
"Zm00001eb100180"	"ivory"
"Zm00001eb397570"	"purple"
"Zm00001eb428570"	"blue"
"Zm00001eb153340"	"maroon"
"Zm00001eb162430"	"blue"
"Zm00001eb359330"	"green"
"Zm00001eb417620"	"lightcyan"
"Zm00001eb214870"	"brown"
"Zm00001eb193040"	"black"
"Zm00001eb083180"	"cyan"
"Zm00001eb390790"	"magenta"
"Zm00001eb128130"	"pink"
"Zm00001eb298350"	"turquoise"
"Zm00001eb366700"	"red"
"Zm00001eb258890"	"steelblue"
"Zm00001eb196650"	"lightyellow"
"Zm00001eb192310"	"red"
"Zm00001eb331470"	"pink"
"Zm00001eb218560"	"turquoise"
"Zm00001eb056940"	"magenta"
"Zm00001eb406450"	"yellow"
"Zm00001eb345550"	"yellow"
"Zm00001eb387030"	"brown"
"Zm00001eb369250"	"turquoise"
"Zm00001eb098580"	"green"
"Zm00001eb273380"	"black"
"Zm00001eb016990"	"blue"
"Zm00001eb271480"	"black"
"Zm00001eb228570"	"red"
"Zm00001eb005550"	"darkturquoise"
"Zm00001eb266490"	"yellow"
"Zm00001eb115750"	"yellow"
"Zm00001eb376670"	"yellow"
"Zm00001eb128040"	"yellow"
"Zm00001eb359780"	"greenyellow"
"Zm00001eb401720"	"lightyellow"
"Zm00001eb244650"	"blue"
"Zm00001eb033650"	"cyan"
"Zm00001eb288420"	"magenta"
"Zm00001eb076170"	"purple"
"Zm00001eb303720"	"yellow"
"Zm00001eb282820"	"palevioletred3"
"Zm00001eb082160"	"salmon"
"Zm00001eb202200"	"darkturquoise"
"Zm00001eb003440"	"green"
"Zm00001eb061800"	"yellow"
"Zm00001eb158030"	"darkred"
"Zm00001eb119630"	"turquoise"
"Zm00001eb324700"	"blue"
"Zm00001eb280650"	"turquoise"
"Zm00001eb131900"	"black"
"Zm00001eb376640"	"pink"
"Zm00001eb291340"	"yellow"
"Zm00001eb010560"	"turquoise"
"Zm00001eb285360"	"red"
"Zm00001eb103260"	"red"
"Zm00001eb358050"	"yellow"
"Zm00001eb018980"	"green"
"Zm00001eb280130"	"green"
"Zm00001eb107590"	"salmon"
"Zm00001eb110750"	"bisque4"
"Zm00001eb317450"	"green"
"Zm00001eb084760"	"yellow"
"Zm00001eb240130"	"yellow"
"Zm00001eb389310"	"green"
"Zm00001eb322290"	"brown"
"Zm00001eb098510"	"green"
"Zm00001eb308540"	"salmon"
"Zm00001eb264630"	"magenta"
"Zm00001eb310830"	"green"
"Zm00001eb079330"	"blue"
"Zm00001eb012860"	"yellow"
"Zm00001eb327530"	"purple"
"Zm00001eb169620"	"cyan"
"Zm00001eb238900"	"green"
"Zm00001eb378360"	"darkgreen"
"Zm00001eb012610"	"pink"
"Zm00001eb166450"	"magenta"
"Zm00001eb281730"	"tan"
"Zm00001eb395270"	"black"
"Zm00001eb307270"	"blue"
"Zm00001eb040740"	"green"
"Zm00001eb281130"	"turquoise"
"Zm00001eb380150"	"skyblue3"
"Zm00001eb097180"	"green"
"Zm00001eb232290"	"magenta"
"Zm00001eb333010"	"yellow"
"Zm00001eb175200"	"green"
"Zm00001eb126080"	"yellow"
"Zm00001eb311560"	"green"
"Zm00001eb357140"	"lightyellow"
"Zm00001eb375490"	"blue"
"Zm00001eb001460"	"greenyellow"
"Zm00001eb382690"	"blue"
"Zm00001eb094730"	"green"
"Zm00001eb015660"	"turquoise"
"Zm00001eb201250"	"darkturquoise"
"Zm00001eb113600"	"salmon"
"Zm00001eb050060"	"green"
"Zm00001eb387780"	"yellow"
"Zm00001eb294370"	"green"
"Zm00001eb295070"	"yellow"
"Zm00001eb135550"	"turquoise"
"Zm00001eb154710"	"tan"
"Zm00001eb232220"	"tan"
"Zm00001eb084590"	"blue"
"Zm00001eb351700"	"pink"
"Zm00001eb313730"	"turquoise"
"Zm00001eb031900"	"red"
"Zm00001eb053320"	"pink"
"Zm00001eb224050"	"yellow"
"Zm00001eb103760"	"blue"
"Zm00001eb398420"	"thistle2"
"Zm00001eb329090"	"green"
"Zm00001eb356710"	"greenyellow"
"Zm00001eb257640"	"magenta"
"Zm00001eb361080"	"green"
"Zm00001eb034830"	"turquoise"
"Zm00001eb255960"	"red"
"Zm00001eb346940"	"red"
"Zm00001eb231430"	"brown"
"Zm00001eb320890"	"salmon"
"Zm00001eb292680"	"greenyellow"
"Zm00001eb175670"	"red"
"Zm00001eb095510"	"green"
"Zm00001eb056550"	"red"
"Zm00001eb023450"	"salmon"
"Zm00001eb109030"	"yellow"
"Zm00001eb213750"	"salmon"
"Zm00001eb159730"	"brown"
"Zm00001eb239530"	"magenta"
"Zm00001eb269730"	"brown"
"Zm00001eb119130"	"brown"
"Zm00001eb207540"	"yellow"
"Zm00001eb296700"	"green"
"Zm00001eb146710"	"greenyellow"
"Zm00001eb273670"	"green"
"Zm00001eb351380"	"purple"
"Zm00001eb071110"	"cyan"
"Zm00001eb140390"	"magenta"
"Zm00001eb351630"	"green"
"Zm00001eb010300"	"green"
"Zm00001eb195200"	"greenyellow"
"Zm00001eb097690"	"red"
"Zm00001eb162090"	"tan"
"Zm00001eb370910"	"yellow"
"Zm00001eb221500"	"yellow"
"Zm00001eb410510"	"honeydew1"
"Zm00001eb411050"	"green"
"Zm00001eb036790"	"green"
"Zm00001eb039380"	"blue"
"Zm00001eb119450"	"blue"
"Zm00001eb207780"	"green"
"Zm00001eb250190"	"green"
"Zm00001eb102400"	"salmon"
"Zm00001eb283950"	"green"
"Zm00001eb422190"	"bisque4"
"Zm00001eb295750"	"turquoise"
"Zm00001eb096920"	"brown"
"Zm00001eb157650"	"turquoise"
"Zm00001eb365690"	"brown"
"Zm00001eb217950"	"green"
"Zm00001eb068040"	"green"
"Zm00001eb187430"	"green"
"Zm00001eb421290"	"salmon"
"Zm00001eb247660"	"blue"
"Zm00001eb278500"	"green"
"Zm00001eb002640"	"green"
"Zm00001eb433330"	"yellow"
"Zm00001eb228790"	"yellow"
"Zm00001eb242050"	"darkmagenta"
"Zm00001eb253890"	"greenyellow"
"Zm00001eb287830"	"turquoise"
"Zm00001eb250610"	"red"
"Zm00001eb001400"	"yellow"
"Zm00001eb002960"	"darkmagenta"
"Zm00001eb137500"	"turquoise"
"Zm00001eb319680"	"red"
"Zm00001eb267900"	"green"
"Zm00001eb028940"	"yellow"
"Zm00001eb410170"	"yellow"
"Zm00001eb144600"	"tan"
"Zm00001eb260600"	"brown"
"Zm00001eb008400"	"green"
"Zm00001eb233140"	"green"
"Zm00001eb295320"	"green"
"Zm00001eb139140"	"turquoise"
"Zm00001eb305750"	"yellow"
"Zm00001eb387010"	"pink"
"Zm00001eb257930"	"cyan"
"Zm00001eb055460"	"lightcyan"
"Zm00001eb398410"	"yellow"
"Zm00001eb233090"	"lightyellow"
"Zm00001eb259300"	"green"
"Zm00001eb092070"	"green"
"Zm00001eb313000"	"green"
"Zm00001eb418170"	"yellow"
"Zm00001eb185300"	"magenta"
"Zm00001eb330190"	"green"
"Zm00001eb018300"	"yellow"
"Zm00001eb127690"	"green"
"Zm00001eb422980"	"green"
"Zm00001eb289700"	"magenta"
"Zm00001eb399190"	"lightyellow"
"Zm00001eb189300"	"cyan"
"Zm00001eb348240"	"turquoise"
"Zm00001eb033060"	"blue"
"Zm00001eb154060"	"red"
"Zm00001eb394600"	"lightgreen"
"Zm00001eb089020"	"yellow"
"Zm00001eb070280"	"brown"
"Zm00001eb224950"	"yellow"
"Zm00001eb335870"	"green"
"Zm00001eb161310"	"green"
"Zm00001eb356170"	"darkgreen"
"Zm00001eb212300"	"salmon"
"Zm00001eb185250"	"brown"
"Zm00001eb084160"	"green"
"Zm00001eb013520"	"red"
"Zm00001eb313720"	"black"
"Zm00001eb317090"	"red"
"Zm00001eb304260"	"green"
"Zm00001eb157900"	"darkslateblue"
"Zm00001eb322650"	"green"
"Zm00001eb431060"	"yellow"
"Zm00001eb070430"	"turquoise"
"Zm00001eb229930"	"red"
"Zm00001eb306800"	"greenyellow"
"Zm00001eb152050"	"lightgreen"
"Zm00001eb355740"	"turquoise"
"Zm00001eb213630"	"green"
"Zm00001eb272310"	"green"
"Zm00001eb421360"	"navajowhite2"
"Zm00001eb206800"	"pink"
"Zm00001eb150730"	"greenyellow"
"Zm00001eb025040"	"pink"
"Zm00001eb366080"	"purple"
"Zm00001eb322040"	"pink"
"Zm00001eb044910"	"midnightblue"
"Zm00001eb152700"	"yellow"
"Zm00001eb344760"	"greenyellow"
"Zm00001eb015440"	"grey60"
"Zm00001eb060470"	"red"
"Zm00001eb136630"	"green"
"Zm00001eb319710"	"greenyellow"
"Zm00001eb317720"	"magenta"
"Zm00001eb173560"	"green"
"Zm00001eb165420"	"magenta"
"Zm00001eb395250"	"green"
"Zm00001eb172450"	"red"
"Zm00001eb285290"	"blue"
"Zm00001eb202980"	"yellow"
"Zm00001eb251700"	"brown"
"Zm00001eb226490"	"red"
"Zm00001eb376980"	"green"
"Zm00001eb166150"	"red"
"Zm00001eb042830"	"green"
"Zm00001eb316410"	"purple"
"Zm00001eb096900"	"turquoise"
"Zm00001eb003830"	"greenyellow"
"Zm00001eb117000"	"darkturquoise"
"Zm00001eb060130"	"red"
"Zm00001eb321330"	"black"
"Zm00001eb333780"	"blue"
"Zm00001eb065750"	"red"
"Zm00001eb357940"	"green"
"Zm00001eb122470"	"lightyellow"
"Zm00001eb011670"	"red"
"Zm00001eb273650"	"green"
"Zm00001eb395120"	"blue"
"Zm00001eb135520"	"yellow"
"Zm00001eb419400"	"lightcyan1"
"Zm00001eb398680"	"tan"
"Zm00001eb106360"	"lightyellow"
"Zm00001eb119790"	"blue"
"Zm00001eb268750"	"yellow"
"Zm00001eb137170"	"green"
"Zm00001eb144500"	"midnightblue"
"Zm00001eb309210"	"cyan"
"Zm00001eb210660"	"black"
"Zm00001eb287860"	"yellow"
"Zm00001eb054480"	"lightcyan"
"Zm00001eb093640"	"brown"
"Zm00001eb376600"	"greenyellow"
"Zm00001eb198460"	"pink"
"Zm00001eb160200"	"turquoise"
"Zm00001eb406340"	"pink"
"Zm00001eb434320"	"brown"
"Zm00001eb258660"	"pink"
"Zm00001eb003350"	"tan"
"Zm00001eb220790"	"lightgreen"
"Zm00001eb294430"	"turquoise"
"Zm00001eb362490"	"green"
"Zm00001eb273640"	"red"
"Zm00001eb208570"	"lightcyan1"
"Zm00001eb178140"	"green"
"Zm00001eb285140"	"red"
"Zm00001eb333240"	"green"
"Zm00001eb009810"	"midnightblue"
"Zm00001eb021090"	"orangered4"
"Zm00001eb297640"	"green"
"Zm00001eb161040"	"green"
"Zm00001eb379660"	"pink"
"Zm00001eb110300"	"black"
"Zm00001eb243140"	"green"
"Zm00001eb097300"	"salmon"
"Zm00001eb039560"	"yellow"
"Zm00001eb188660"	"pink"
"Zm00001eb017130"	"purple"
"Zm00001eb433310"	"black"
"Zm00001eb180260"	"red"
"Zm00001eb252510"	"purple"
"Zm00001eb271440"	"greenyellow"
"Zm00001eb097100"	"greenyellow"
"Zm00001eb422350"	"purple"
"Zm00001eb374300"	"midnightblue"
"Zm00001eb371740"	"green"
"Zm00001eb332530"	"mediumpurple3"
"Zm00001eb242380"	"black"
"Zm00001eb119690"	"salmon"
"Zm00001eb293810"	"green"
"Zm00001eb347680"	"saddlebrown"
"Zm00001eb061310"	"purple"
"Zm00001eb066670"	"brown"
"Zm00001eb129080"	"blue"
"Zm00001eb266800"	"red"
"Zm00001eb072000"	"green"
"Zm00001eb107110"	"green"
"Zm00001eb160490"	"plum1"
"Zm00001eb404080"	"lightyellow"
"Zm00001eb109830"	"red"
"Zm00001eb208310"	"blue"
"Zm00001eb071300"	"red"
"Zm00001eb003550"	"turquoise"
"Zm00001eb378280"	"tan"
"Zm00001eb240160"	"brown"
"Zm00001eb303540"	"greenyellow"
"Zm00001eb156150"	"turquoise"
"Zm00001eb004170"	"brown"
"Zm00001eb268830"	"blue"
"Zm00001eb284840"	"orangered4"
"Zm00001eb162830"	"purple"
"Zm00001eb027820"	"purple"
"Zm00001eb326230"	"green"
"Zm00001eb214990"	"green"
"Zm00001eb005660"	"green"
"Zm00001eb015910"	"yellow"
"Zm00001eb052540"	"magenta"
"Zm00001eb181160"	"green"
"Zm00001eb329590"	"darkgreen"
"Zm00001eb337800"	"green"
"Zm00001eb247810"	"yellow"
"Zm00001eb069280"	"green"
"Zm00001eb294130"	"salmon"
"Zm00001eb155580"	"magenta"
"Zm00001eb297070"	"tan"
"Zm00001eb041930"	"darkorange"
"Zm00001eb237240"	"greenyellow"
"Zm00001eb268360"	"black"
"Zm00001eb410730"	"pink"
"Zm00001eb246150"	"midnightblue"
"Zm00001eb002320"	"yellow"
"Zm00001eb337010"	"yellow"
"Zm00001eb058110"	"pink"
"Zm00001eb430730"	"salmon"
"Zm00001eb354230"	"turquoise"
"Zm00001eb414460"	"cyan"
"Zm00001eb170690"	"black"
"Zm00001eb119990"	"greenyellow"
"Zm00001eb351020"	"purple"
"Zm00001eb140890"	"turquoise"
"Zm00001eb353660"	"green"
"Zm00001eb243530"	"turquoise"
"Zm00001eb392050"	"salmon"
"Zm00001eb112360"	"pink"
"Zm00001eb432170"	"red"
"Zm00001eb054990"	"pink"
"Zm00001eb206400"	"salmon"
"Zm00001eb395180"	"purple"
"Zm00001eb008440"	"blue"
"Zm00001eb383120"	"cyan"
"Zm00001eb088410"	"brown"
"Zm00001eb389350"	"midnightblue"
"Zm00001eb136620"	"blue"
"Zm00001eb127680"	"salmon"
"Zm00001eb115370"	"black"
"Zm00001eb217560"	"turquoise"
"Zm00001eb039620"	"green"
"Zm00001eb365660"	"yellow"
"Zm00001eb318400"	"green"
"Zm00001eb242100"	"blue"
"Zm00001eb173710"	"yellow"
"Zm00001eb347850"	"lightcyan"
"Zm00001eb316960"	"green"
"Zm00001eb286470"	"blue"
"Zm00001eb400270"	"black"
"Zm00001eb146890"	"greenyellow"
"Zm00001eb409530"	"salmon"
"Zm00001eb073240"	"green"
"Zm00001eb192900"	"yellow"
"Zm00001eb337600"	"red"
"Zm00001eb349110"	"magenta"
"Zm00001eb339200"	"pink"
"Zm00001eb245640"	"green"
"Zm00001eb175860"	"cyan"
"Zm00001eb296560"	"green"
"Zm00001eb387800"	"red"
"Zm00001eb300120"	"greenyellow"
"Zm00001eb064580"	"green"
"Zm00001eb283980"	"green"
"Zm00001eb019230"	"green"
"Zm00001eb204600"	"turquoise"
"Zm00001eb108510"	"darkturquoise"
"Zm00001eb402710"	"pink"
"Zm00001eb018850"	"black"
"Zm00001eb151640"	"grey60"
"Zm00001eb224450"	"cyan"
"Zm00001eb036940"	"black"
"Zm00001eb269400"	"turquoise"
"Zm00001eb333670"	"greenyellow"
"Zm00001eb054210"	"green"
"Zm00001eb361220"	"brown"
"Zm00001eb084890"	"thistle1"
"Zm00001eb015290"	"green"
"Zm00001eb370370"	"royalblue"
"Zm00001eb285840"	"yellow"
"Zm00001eb257670"	"turquoise"
"Zm00001eb299230"	"blue"
"Zm00001eb043730"	"blue"
"Zm00001eb141120"	"grey60"
"Zm00001eb404270"	"greenyellow"
"Zm00001eb089590"	"darkred"
"Zm00001eb278480"	"royalblue"
"Zm00001eb240810"	"yellow"
"Zm00001eb090230"	"brown"
"Zm00001eb010230"	"purple"
"Zm00001eb378740"	"blue"
"Zm00001eb134330"	"blue"
"Zm00001eb289490"	"lightyellow"
"Zm00001eb378020"	"yellow"
"Zm00001eb060520"	"royalblue"
"Zm00001eb195860"	"green"
"Zm00001eb297280"	"magenta"
"Zm00001eb131990"	"sienna3"
"Zm00001eb322620"	"yellow"
"Zm00001eb317680"	"yellow"
"Zm00001eb195060"	"midnightblue"
"Zm00001eb204950"	"green"
"Zm00001eb018350"	"magenta"
"Zm00001eb176350"	"pink"
"Zm00001eb095080"	"green"
"Zm00001eb410350"	"yellow"
"Zm00001eb209740"	"green"
"Zm00001eb227940"	"yellow"
"Zm00001eb217390"	"blue"
"Zm00001eb054910"	"lightgreen"
"Zm00001eb151720"	"yellow"
"Zm00001eb123830"	"paleturquoise"
"Zm00001eb186320"	"green"
"Zm00001eb404860"	"greenyellow"
"Zm00001eb413300"	"black"
"Zm00001eb085130"	"green"
"Zm00001eb299970"	"darkorange"
"Zm00001eb301890"	"cyan"
"Zm00001eb012300"	"tan"
"Zm00001eb395970"	"green"
"Zm00001eb191710"	"yellow"
"Zm00001eb063610"	"black"
"Zm00001eb188550"	"pink"
"Zm00001eb205290"	"pink"
"Zm00001eb426610"	"green"
"Zm00001eb432420"	"purple"
"Zm00001eb043000"	"salmon"
"Zm00001eb328590"	"blue"
"Zm00001eb006350"	"orangered4"
"Zm00001eb085730"	"green"
"Zm00001eb162930"	"brown"
"Zm00001eb304310"	"green"
"Zm00001eb012470"	"purple"
"Zm00001eb053630"	"greenyellow"
"Zm00001eb404400"	"tan"
"Zm00001eb155250"	"green"
"Zm00001eb406880"	"magenta"
"Zm00001eb104540"	"violet"
"Zm00001eb368920"	"magenta"
"Zm00001eb404730"	"lightyellow"
"Zm00001eb345610"	"yellow"
"Zm00001eb021020"	"magenta"
"Zm00001eb387290"	"blue"
"Zm00001eb301420"	"black"
"Zm00001eb320870"	"black"
"Zm00001eb037350"	"turquoise"
"Zm00001eb356910"	"lightgreen"
"Zm00001eb358560"	"black"
"Zm00001eb374110"	"salmon"
"Zm00001eb167740"	"magenta"
"Zm00001eb378930"	"black"
"Zm00001eb302830"	"saddlebrown"
"Zm00001eb101480"	"yellow"
"Zm00001eb141010"	"yellow"
"Zm00001eb369510"	"salmon"
"Zm00001eb253090"	"green"
"Zm00001eb017600"	"turquoise"
"Zm00001eb004550"	"yellow"
"Zm00001eb380080"	"green"
"Zm00001eb176310"	"salmon"
"Zm00001eb390450"	"pink"
"Zm00001eb420740"	"green"
"Zm00001eb176070"	"green"
"Zm00001eb074430"	"magenta"
"Zm00001eb053220"	"magenta"
"Zm00001eb179190"	"lightgreen"
"Zm00001eb347660"	"greenyellow"
"Zm00001eb070310"	"green"
"Zm00001eb343950"	"turquoise"
"Zm00001eb155830"	"pink"
"Zm00001eb362870"	"yellow"
"Zm00001eb064570"	"magenta"
"Zm00001eb163860"	"darkorange2"
"Zm00001eb387090"	"black"
"Zm00001eb074350"	"black"
"Zm00001eb206230"	"pink"
"Zm00001eb434170"	"greenyellow"
"Zm00001eb019260"	"magenta"
"Zm00001eb394640"	"blue"
"Zm00001eb025130"	"pink"
"Zm00001eb381630"	"red"
"Zm00001eb187040"	"blue"
"Zm00001eb401690"	"green"
"Zm00001eb294120"	"yellow"
"Zm00001eb231460"	"pink"
"Zm00001eb229270"	"darkgreen"
"Zm00001eb232530"	"green"
"Zm00001eb288290"	"yellow"
"Zm00001eb067410"	"turquoise"
"Zm00001eb060010"	"green"
"Zm00001eb064310"	"green"
"Zm00001eb102500"	"darkolivegreen"
"Zm00001eb209100"	"pink"
"Zm00001eb078640"	"yellow"
"Zm00001eb056910"	"yellow"
"Zm00001eb066230"	"brown"
"Zm00001eb202860"	"salmon"
"Zm00001eb256970"	"red"
"Zm00001eb241240"	"blue"
"Zm00001eb065890"	"turquoise"
"Zm00001eb282320"	"darkgreen"
"Zm00001eb351420"	"yellow"
"Zm00001eb147780"	"cyan"
"Zm00001eb196280"	"turquoise"
"Zm00001eb036970"	"pink"
"Zm00001eb368020"	"greenyellow"
"Zm00001eb317910"	"green"
"Zm00001eb000490"	"blue"
"Zm00001eb325420"	"green"
"Zm00001eb357340"	"paleturquoise"
"Zm00001eb051220"	"salmon"
"Zm00001eb016670"	"green"
"Zm00001eb186300"	"darkgrey"
"Zm00001eb018900"	"turquoise"
"Zm00001eb109370"	"cyan"
"Zm00001eb325880"	"salmon"
"Zm00001eb235620"	"green"
"Zm00001eb224740"	"black"
"Zm00001eb255590"	"blue"
"Zm00001eb058700"	"cyan"
"Zm00001eb424410"	"turquoise"
"Zm00001eb299670"	"white"
"Zm00001eb095240"	"green"
"Zm00001eb125360"	"blue"
"Zm00001eb278540"	"blue"
"Zm00001eb370100"	"pink"
"Zm00001eb296990"	"purple"
"Zm00001eb058330"	"green"
"Zm00001eb192860"	"red"
"Zm00001eb356940"	"yellow"
"Zm00001eb104290"	"green"
"Zm00001eb304890"	"yellow"
"Zm00001eb428010"	"cyan"
"Zm00001eb216400"	"magenta"
"Zm00001eb286730"	"black"
"Zm00001eb251180"	"green"
"Zm00001eb252790"	"green"
"Zm00001eb233790"	"red"
"Zm00001eb255690"	"green"
"Zm00001eb162210"	"black"
"Zm00001eb283640"	"red"
"Zm00001eb251910"	"greenyellow"
"Zm00001eb068780"	"tan"
"Zm00001eb036640"	"skyblue"
"Zm00001eb225700"	"purple"
"Zm00001eb067550"	"tan"
"Zm00001eb214660"	"salmon"
"Zm00001eb024560"	"pink"
"Zm00001eb430680"	"blue"
"Zm00001eb007090"	"pink"
"Zm00001eb208140"	"red"
"Zm00001eb210930"	"tan"
"Zm00001eb026810"	"green"
"Zm00001eb009900"	"yellow"
"Zm00001eb153100"	"green"
"Zm00001eb298480"	"black"
"Zm00001eb002220"	"green"
"Zm00001eb035730"	"lightgreen"
"Zm00001eb116160"	"turquoise"
"Zm00001eb125980"	"lavenderblush3"
"Zm00001eb135570"	"darkred"
"Zm00001eb332580"	"blue"
"Zm00001eb043470"	"yellow"
"Zm00001eb098450"	"pink"
"Zm00001eb070360"	"green"
"Zm00001eb394920"	"midnightblue"
"Zm00001eb303200"	"green"
"Zm00001eb179000"	"yellow"
"Zm00001eb321580"	"green"
"Zm00001eb272930"	"blue"
"Zm00001eb347200"	"salmon"
"Zm00001eb008340"	"yellow"
"Zm00001eb306000"	"cyan"
"Zm00001eb162410"	"yellow"
"Zm00001eb119330"	"salmon"
"Zm00001eb265240"	"pink"
"Zm00001eb269950"	"yellow"
"Zm00001eb061760"	"red"
"Zm00001eb106630"	"brown"
"Zm00001eb125130"	"sienna3"
"Zm00001eb312170"	"lightcyan"
"Zm00001eb209910"	"greenyellow"
"Zm00001eb135050"	"blue"
"Zm00001eb387070"	"brown"
"Zm00001eb280910"	"lightyellow"
"Zm00001eb162400"	"midnightblue"
"Zm00001eb294110"	"blue"
"Zm00001eb095330"	"green"
"Zm00001eb268610"	"pink"
"Zm00001eb129820"	"lightcyan"
"Zm00001eb434590"	"red"
"Zm00001eb167720"	"turquoise"
"Zm00001eb027760"	"salmon"
"Zm00001eb430100"	"greenyellow"
"Zm00001eb416090"	"red"
"Zm00001eb016970"	"turquoise"
"Zm00001eb236650"	"green"
"Zm00001eb318820"	"magenta"
"Zm00001eb149460"	"tan"
"Zm00001eb205190"	"green"
"Zm00001eb395850"	"turquoise"
"Zm00001eb029010"	"skyblue"
"Zm00001eb300680"	"blue"
"Zm00001eb336390"	"greenyellow"
"Zm00001eb169770"	"darkgreen"
"Zm00001eb172290"	"darkgrey"
"Zm00001eb151920"	"green"
"Zm00001eb210680"	"yellow"
"Zm00001eb189030"	"green"
"Zm00001eb224410"	"tan"
"Zm00001eb370090"	"brown"
"Zm00001eb374080"	"palevioletred3"
"Zm00001eb128620"	"lightcyan"
"Zm00001eb296000"	"midnightblue"
"Zm00001eb379270"	"blue"
"Zm00001eb129330"	"pink"
"Zm00001eb285830"	"pink"
"Zm00001eb295950"	"green"
"Zm00001eb054830"	"paleturquoise"
"Zm00001eb241000"	"tan"
"Zm00001eb345420"	"pink"
"Zm00001eb154690"	"blue"
"Zm00001eb411430"	"turquoise"
"Zm00001eb240720"	"tan"
"Zm00001eb431850"	"tan"
"Zm00001eb253990"	"red"
"Zm00001eb327290"	"green"
"Zm00001eb203690"	"orange"
"Zm00001eb103030"	"black"
"Zm00001eb063300"	"midnightblue"
"Zm00001eb358170"	"blue"
"Zm00001eb362330"	"red"
"Zm00001eb233020"	"black"
"Zm00001eb185030"	"pink"
"Zm00001eb122720"	"green"
"Zm00001eb321550"	"pink"
"Zm00001eb112950"	"darkturquoise"
"Zm00001eb159420"	"turquoise"
"Zm00001eb046580"	"red"
"Zm00001eb112040"	"turquoise"
"Zm00001eb158100"	"grey60"
"Zm00001eb046840"	"turquoise"
"Zm00001eb132890"	"midnightblue"
"Zm00001eb253700"	"yellow"
"Zm00001eb351100"	"green"
"Zm00001eb061570"	"green"
"Zm00001eb333160"	"green"
